     58846937115	1.2211955210638559e+00	-2.0634642514094574e+00	3.6893863050683335e+03	8.7551405295986410e+02	2.8835132219286237e+00	3.0762692001304326e+00	1.3703324835696116e+00	3.0762692001304326e+00	1.3691024980854365e+00
     31320010118	-7.8785687920826142e-01	-1.3649291629796176e+00	3.0116674020009430e+02	9.1672922001067980e+02	1.0617580795948200e+01	4.3057052214519986e+00	2.4857667906963319e+00	4.3057052214519986e+00	2.4857667906963319e+00
     13638130139	1.0605221194512202e+00	5.9564071455539125e-01	5.9034725483057427e+03	8.5613628386339929e+02	2.3641959053297505e+01	5.0282011178936230e+00	1.8593938833733150e+00	5.0282011178936230e+00	1.8593938833733150e+00
    -69840148824	-1.3181843448085451e+00	1.2658709333549032e+00	4.3337845837389041e+03	9.7826250383083823e+02	7.0182191287252209e+00	2.2138823671652683e+00	1.4431012584123319e+00	2.2138823671652683e+00	1.4410720081329551e+00
     68936758255	-3.0316983615316806e-01	-3.0287561611701417e+00	1.1922027802058508e+03	9.0909981383434490e+02	1.2671365953363182e+01	5.2925233030606265e+00	1.1841725146374551e+00	5.2925233030606265e+00	1.1835347256615645e+00
    -27837845616	5.5411302359817993e-01	-1.0150142321638600e+00	4.8182500528256642e+03	8.6503406046658483e+02	1.5704398576963882e+01	3.5937948567357889e+00	9.4946693943982108e-01	3.5937948567357889e+00	9.4912221921590256e-01
     58134821774	6.4306037683674333e-01	-1.0866572833435844e+00	7.3435592057851891e+03	1.0749975900514971e+03	2.1369187418077694e+01	3.7038745755167204e+00	7.1530317537035504e-01	3.7038745755167204e+00	7.1504116624199432e-01
    -32899810056	5.4118860903270383e-01	2.6674351887045127e+00	4.8584429370511525e+03	1.0061877640924359e+03	6.6252976733377658e+00	4.5839989359226783e+00	5.0181657972280824e-01	4.5839989359226783e+00	5.0165349903322021e-01
   -114413076461	-9.7530462653804739e-01	-2.2757629846141265e+00	9.0838028067181835e+02	1.0836794502258672e+03	2.5410623604157301e+01	1.5352612186076511e+00	1.9169483144310047e+00	1.5352612186076511e+00	1.9169483144310047e+00
     85064580631	-4.8598079733432598e-01	-2.0664324800094751e+00	3.8804092006200963e+03	9.3523042946366149e+02	2.7891367225857159e+01	6.2519239465728926e-01	9.1271744014291578e-01	6.2519239465728926e-01	9.1238604015582303e-01
     87635920690	-1.1598987283264277e+00	-6.2167117374347791e-01	5.7161330856923632e+03	1.0369859072319166e+03	5.1100957464008108e+00	6.0162426926680110e+00	8.5146678318908620e-01	6.0162426926680110e+00	8.5111562807000429e-01
    -25108838860	4.7112381385726865e-01	9.2949666403120990e-01	4.4087436683516689e+03	1.0468151849912551e+03	-7.0038548843021760e+00	4.5178061829610918e+00	5.5084483322801292e-01	4.5178061829610918e+00	5.5064513660437187e-01
     82919148220	-9.4726999591295657e-01	-5.5284619140037305e-01	4.2184280875224749e+03	9.3290599744436611e+02	2.9242977201586115e+01	1.3280941561324260e+00	1.7178673106965019e+00	1.3280941561324260e+00	1.7178673106965019e+00
